train_loss,train_acc,test_loss,test_acc
0.5275675654411316,85.58499908447266,0.22323261201381683,93.2300033569336
0.19112913310527802,94.36333465576172,0.14850755035877228,95.37000274658203
0.13296085596084595,96.11666870117188,0.11869737505912781,96.37999725341797
0.10091870278120041,97.0250015258789,0.10108332335948944,96.9000015258789
0.08113087713718414,97.58833312988281,0.08535704761743546,97.22000122070312
0.0658586397767067,98.06999969482422,0.08334702253341675,97.29000091552734
0.05556868761777878,98.32166290283203,0.07240364700555801,97.66000366210938
0.04712918400764465,98.60832977294922,0.0689031332731247,97.87999725341797
0.03992540016770363,98.91500091552734,0.06729914247989655,97.8499984741211
0.03336659446358681,99.09833526611328,0.0653892308473587,97.9000015258789
0.028739312663674355,99.23666381835938,0.06602698564529419,97.86000061035156
0.024600250646471977,99.36833190917969,0.06529368460178375,98.02999877929688
0.02130659483373165,99.49333190917969,0.06262265890836716,98.0
0.018107859417796135,99.61000061035156,0.0630999431014061,98.05999755859375
0.01534912921488285,99.71499633789062,0.06615488231182098,97.97000122070312
0.013472039252519608,99.78500366210938,0.06272640079259872,98.05999755859375
0.011798982508480549,99.82666778564453,0.06313929706811905,98.16999816894531
0.01009805966168642,99.85333251953125,0.06296597421169281,98.01000213623047
0.00889415480196476,99.89666748046875,0.06460835039615631,98.05000305175781
0.007657462731003761,99.90833282470703,0.06439830362796783,98.02999877929688
0.006583520211279392,99.94000244140625,0.06361304968595505,98.11000061035156
0.005980055779218674,99.94499969482422,0.06545067578554153,97.97000122070312
0.005153391044586897,99.97000122070312,0.06499592214822769,98.16000366210938
0.004605885129421949,99.97833251953125,0.06536685675382614,98.12000274658203
0.004162334371358156,99.97833251953125,0.06828871369361877,97.93000030517578
0.003866197308525443,99.98666381835938,0.06439469754695892,98.11000061035156
0.0035141122061759233,99.98500061035156,0.06645360589027405,98.11000061035156
0.0032039887737482786,99.98500061035156,0.06572101265192032,98.04000091552734
0.0030265047680586576,99.99166870117188,0.06610915809869766,98.02999877929688
0.0028090698178857565,99.99833679199219,0.06539403647184372,98.16999816894531
